word,estimate_set,se_set,convergence_set,estimate,se,family,convergence,delta,zeta
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.432353293508424,0.06424539600022976,Atlantic-Congo,converged,-0.05538755683029173,-0.8072619339111934
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.488845124935766,0.2459327380794847,Salishan,converged,-0.20320661357719505,-0.8205234956986764
snow_group,-7.512289187703119,0.05735694529776867,converged,-7.962804068091885,0.5141190691002953,Mangarrayi-Maran,converged,-0.4505148803887664,-0.8708821762323041
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.591308229471798,0.34949848096830466,Zaparoan,converged,-0.30566971811322663,-0.8715680092193693
snow_group,-7.512289187703119,0.05735694529776867,converged,-7.989334067348533,0.5334105360129119,Sepik,converged,-0.47704487964541453,-0.8892037898822402
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.59154563953918,0.3395279831761201,isolate_yama1264,converged,-0.3059071281806087,-0.8976742556533542
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.944199342172287,0.19735866203894595,Mande,converged,-0.18230076267345208,-0.9166594707840732
taste_group,-6.761898579498835,0.024512691740818944,converged,-7.074807480395597,0.34041620766293196,Sepik,converged,-0.3129089008967618,-0.9168212173539779
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.9909597248755935,0.24808728579366027,Tai-Kadai,converged,-0.22906114537675837,-0.9188343941450806
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.407155463703335,0.1274734217209598,Austroasiatic,converged,-0.12151695234476367,-0.9292774765275215
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.021638578558678,0.18201234499547084,Afro-Asiatic,converged,-0.1781009503688047,-0.9315034795497186
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.563274032690428,0.19763448676751327,Hmong-Mien,converged,-0.18630829601229593,-0.9357681209092531
taste_group,-6.761898579498835,0.024512691740818944,converged,-7.100420246463707,0.35495315908690545,South Bougainville,converged,-0.33852166696487185,-0.9514419181994946
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.48756623895369,0.11139136473599955,Afro-Asiatic,converged,-0.11060050227555784,-0.9704740724004206
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.496584133302566,0.6665241901287846,Nyulnyulan,converged,-0.6530465051126928,-0.9760208477747448
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.219387135630339,0.34393239814054666,Koiarian,converged,-0.33757460545605067,-0.9782504817671309
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.426392817079625,0.5805948040257235,Mangarrayi-Maran,converged,-0.5828551888897522,-0.9988274677240723
snow_group,-7.512289187703119,0.05735694529776867,converged,-7.90714708443445,0.3772042382205423,Gunwinyguan,converged,-0.394857896731331,-1.0349053351700885
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.750673119561373,0.35925889004951017,Nyulnyulan,converged,-0.3737073828832411,-1.0378877436897367
snow_group,-7.512289187703119,0.05735694529776867,converged,-7.843492713231996,0.30812406608966403,Mande,converged,-0.3312035255288768,-1.0567501200707377
snow_group,-7.512289187703119,0.05735694529776867,converged,-7.7147350923203515,0.18047417973951443,Austroasiatic,converged,-0.20244590461723266,-1.0690532033957514
dance_group,-6.863404780266267,0.054153684433042006,converged,-7.554377421547419,0.6342574636384964,Dravidian,converged,-0.6909726412811521,-1.085470472402598
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.152710123308492,0.24759966074572262,Iroquoian,converged,-0.2708975931342037,-1.087107384011343
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.472155255674623,0.08303521118387854,Sino-Tibetan,converged,-0.09518951899649064,-1.1009954774243138
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.154632418429824,0.24423701006740126,Cochimi-Yuman,converged,-0.27281988825553505,-1.10969914557636
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.611531161904246,0.6665197977673714,Baining,converged,-0.7679935337143728,-1.1478242297930983
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.596055803190585,0.18843485115149505,Mayan,converged,-0.21909006651245289,-1.1533008611781195
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.644532363360668,0.6665186272252347,South Bougainville,converged,-0.8009947351707947,-1.197149099434076
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.688201447762914,0.257817411867794,Iroquoian,converged,-0.3112357110847821,-1.2019609162221172
snow_group,-7.512289187703119,0.05735694529776867,converged,-8.157289777003895,0.5334048872974969,Zaparoan,converged,-0.6450005893007758,-1.2022830497512422
taste_group,-6.761898579498835,0.024512691740818944,converged,-7.067020359267608,0.24175454145499115,Wakashan,converged,-0.30512177976877286,-1.25567569590874
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.732450981193738,0.34869824342244465,Sahaptian,converged,-0.44681246983516676,-1.2769173477781384
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.191512852702192,0.2392933514289895,Wakashan,converged,-0.30970032252790336,-1.2853848490923738
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.804236167708495,0.3295245424588706,Otomanguean,converged,-0.42727043103036255,-1.2931774645655
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.795091062268255,0.38517992733753564,isolate_yana1271,converged,-0.5094525509096837,-1.318862623967413
dance_group,-6.863404780266267,0.054153684433042006,converged,-7.43822545958782,0.42750058666421986,Mayan,converged,-0.5748206793215536,-1.3339478719704745
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.757844922057084,0.35210480747090794,Uralic,converged,-0.4722064106985133,-1.336522320033367
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.047180871535789,0.12016446607873643,Austroasiatic,converged,-0.1653683413615008,-1.33998558089254
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.854579819399126,0.06425559347545973,Indo-European,converged,-0.09268123990029054,-1.3476501985758353
dance_group,-6.863404780266267,0.054153684433042006,converged,-7.787325479407153,0.6668863878456663,Zaparoan,converged,-0.9239206991408864,-1.3808791249545964
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.360884317294115,0.33019402870596204,Central Sudanic,converged,-0.47907178711982645,-1.4456472377666265
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.491716729056302,0.1385385717869887,Algic,converged,-0.20607821769773071,-1.4556311568507256
taste_group,-6.761898579498835,0.024512691740818944,converged,-7.303743156068025,0.37027282103527503,Manubaran,converged,-0.5418445765691899,-1.4601695633896261
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.821361266842585,0.6665129727013674,Sepik,converged,-0.9778236386527119,-1.461445989651841
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.415379530649871,0.36186831581452666,Ijoid,converged,-0.5335670004755828,-1.470047000654534
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.948801029556317,0.12437476165427172,Athabaskan-Eyak-Tlingit,converged,-0.18690245005748185,-1.4743740753906962
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.681133974194148,0.26563400830465095,Cochimi-Yuman,converged,-0.39549546283557646,-1.479986076849163
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.962057964465883,0.36552227568441437,Baining,converged,-0.5850922277877508,-1.5972383316128203
snow_group,-7.512289187703119,0.05735694529776867,converged,-8.382332327805548,0.5333986629482771,Central Sudanic,converged,-0.8700431401024291,-1.6217817536535422
snow_group,-7.512289187703119,0.05735694529776867,converged,-7.805915222917561,0.17124623780212983,Afro-Asiatic,converged,-0.29362603521444175,-1.6258678726582816
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.435721076814998,0.33807009455824233,Zaparoan,converged,-0.5539085466407094,-1.6328048057709983
dance_group,-6.863404780266267,0.054153684433042006,converged,-7.267550239677893,0.24073720704282564,Austroasiatic,converged,-0.40414545941162583,-1.6378545395455442
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.8892545600811514,0.3599845702261702,Maiduan,converged,-0.6036160487225803,-1.6713107920811598
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.718547247643706,0.25700140281623324,Wakashan,converged,-0.4329087362851345,-1.6737252701818595
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.621766963903523,0.45671876199830597,Gunwinyguan,converged,-0.7782293357136503,-1.6901266221352083
