id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,newlangname,newlangnamelink,delete,review_flag
inu.30000011396557,1962,"Follett world-wide dictionaries: German. German-English, English-German (American English) Compiled by Paul H. Glucksman; edited by Herbert Rodeck and T.C. Appelt. With a traveler's conversation guide, containing hundreds of expressions and items of information useful to tourists and students alike.",NA,"Follett Pub. Co., 1963 [c1962]",German,stan1295,,,,,,,
uc1.32106020061930,1965,Follett world-wide dictionaries: Italian.,NA,"Follett Pub. Co., 1965.",Italian,ital1282,,,,,,,
mdp.39076006801356,1966,"Follett world-wide Spanish dictionary. Spanish-English, English-Spanish (American English). Based on the 1964 rev. ed. of the Fucilla Spanish dictionary, by Joseph G. Fucilla. Revised by Ida Navarro Hinojosa. Edited by Richard J. Wiezell. With a traveler's conversation guide containing hundreds of expressions and items of information useful to tourists, students, and businessmen.",NA,"Follett Pub. Co., 1966.",Spanish,stan1288,,,,,,,
uiug.30112060873244,1908,"Folshṭendiges English-Yudishes Ṿerterbukh ... = Complete English-Jewish dictionary. With the pronunciation of every word in Hebrew characters / By Alexander Harkavy.,פאלשטענדיגעס ענגליש־יודישעס ווערטערבוך מיט דער אויסשפראכע פון יעדען ווארט אין יודיש ; מיט אן איינלייטונג און מיט דיא רעגלען פון טהיילונג פון ווערטער אין זילבען און אקצענטירונג / פון אלכסנדר הארקאווי =   Complete English-Jewish dictionary. With the pronunciation of every word in Hebrew characters / by Alexander Harkavy.",NA,"Hebrew Publishing Company, [1908].",Ale,wail1242,,,,,,,
uva.x001666878,1980,Fore dictionary / by Graham Scott.,NA,"Department of Linguistics, Research School of Pacific Studies, The Australian National University, 1980.",Fore,fore1270,,,,,,,
mdp.39015086142083,1990,Formal-functional Cebuano-English dictionary with an English-Cebuano lexicon : and special articles : the Cebuanos ... / by Mimi B. Trosdal.,NA,"the author, 1990.",Cebuano,cebu1242,,,,,,,
uva.x000725360,1976,French dictionaries / comp. by R.M. Klaar.,NA,"Centre for Information on Language Teaching and Research, 1976.",French,stan1290,,,,,,,
umn.319510014126950,1918,"French-English and English-French commercial dictionary of the words and terms used in commercial correspondence which are not given in the dictionaries in ordinary use : compound phrases, idiomatic and technical expressions, etc. / by Frederick W. Smith.",NA,"Sir I. Pitman, [1918]",French,stan1290,,,,,,,
pst.000063981698,1960,French-English and English-French dictionary.,NA,"Ottenheimer Publishers, c1960.",French,stan1290,,,,,,,
uiug.30112088352577,1881,"French-English and English-French dictionary, comprising all the improvements of the latest London and Paris editions, with the pronunciation of each word, according to the dictionary of the Abbé Tardy / with a table of French verbs, etc.",NA,"Phillips & Sons, 1881.",French,stan1290,,,,,,,
uva.x001502826,1976,Friends' English to Manipuri dictionary / compiled by Shitaljit.,NA,"K. Tombi Singh : to be had of the Students' Store, 1976.",Manipuri,mani1292,,,,,,,
mdp.39015015375424,1986,Frisian-English dictionary / by Raymond John Fisher.,NA,"R.J. Fisher, c1986.",Frisian,fris1239,,,,,,,
umn.31951d025165149,2000,Frysk-Ingelsk wurdboek = Frisian-English dictionary : with a corresponding English-Frisian word list / Anne Dysktra.,NA,"Fryske Akademy : Afûk, 2000.",Frisian,fris1239,,,,,,,
mdp.39015008498761,1977,"Functional Tongan-English, English-Tongan dictionary / by Thomas Schneider.",NA,"ʻAtenisi University, c1977.",Tonga (Tonga Islands):Tonga (Nyasa):Tonga (Zambia):Tonga (Chopi),tong1325:tong1321:tong1318:tong1315,,,,,,,
osu.32435083704809,1949,Funk & Wagnalls English-Spanish conversational dictionary for travelers and students.,NA,Funk & Wagnalls Co. [1949],Spanish,stan1288,,,,,,,
uc1.31822005950183,1990,"Furigana Ei-Wa jiten = Kenkyusha's furigana English-Japanese dictionary / Kenkyuūsha Jisho Henshūbu hen,ふりがな英和辞典 = Kenkyusha's furigana English-Japanese dictionary / 研究社辞書編集部編",NA,"Kenkyūsha, 1990, 研究社, 1990",Japanese,nucl1643,,,,,,,
uc1.32106011952873,1984,"Futuna-Aniwa dictionary, with grammatical introduction / by A. Capell.",NA,"Dept. of Linguistics, Research School of Pacific Studies, Australian National University, 1984.",Futuna-Aniwa,futu1245,,,,,,,
mdp.39015066319016,1942,Fuzanbo's comprehensive English-Japanese dictionary.,NA,"Harvard University Press, 1942.",Japanese,nucl1643,,,,,,,
uva.x002574026,1994,Gade-English dictionary including English-Gade reference dictionary and summary of Gade grammar / Jan P. Sterk.,NA,"Reimer, 1994.",Gade,gade1242,,,,,,,
uva.x000274183,1973,Ga-English dictionary / by M. E. Kropp Dakubu.,NA,"Institute of African Studies, University of Ghana, 1973.",NA,NA,,,,,,,
mdp.39015053176965,1999,"Ga-English dictionary with English-Ga index / editor, M. E. Kropp Dakubu.",NA,"Black Mask Ltd, c1999.",NA,NA,,,,,,,
uc1.31822004140489,1975,"Gaikokujin no tame no kihongo yōrei jiten = Dictionary of basic Japanese usage for foreigners / Bunkachō,外国人のための基本語用例辞典 = Dictionary of basic Japanese usage for foreigners / 文化庁",NA,"Ōkurashō Insatsukyoku, Shōwa 50 [1975], 大蔵省印刷局, 昭和50 [1975]",Japanese,nucl1643,,,,,,,
uc1.31822006477822,1990,"Gaikokujin no tame no kihongo yōrei jiten = Dictionary of basic Japanese usage for foreigners,外国人のための基本語用例辞典 = Dictionary of basic Japanese usage for foreigners",NA,"Bunkachō, Heisei 2 [1990], 文化庁, 平成2 [1990]",Japanese,nucl1643,,,,,,,
uc1.31822033706466,2004,"Gaikokujin no tame no Rōma-ji Nihongo jiten = English-Japanese dictionary in Rōma-ji for all learners of Japanese / Shibata Masaaki hencho,外国人のためのローマ字日本語辞典 = English-Japanese dictionary in Rōma-ji for all learners of Japanese / 柴田正昭編著",NA,"Tōkyōdō Shuppan, 2004, 東京堂出版, 2004",Japanese,nucl1643,,,,,,,
mdp.39015024257415,1969,Gala's advanced dictionary: English-English-Gujarati. General editor: M. A. Mazumdar. Board of compilers--Chairman: L. R. Gala; members: P. H. Rathod [and others]. With a foreword by K. M. Munshi.,NA,Gala Publishers [1969],Gujarati,guja1252,,,,,,,
mdp.39015053372523,2000,"Galician-English, English-Galician (gallego) concise dictionary : Northwestern Spain / Joe Vikin",NA,"Hippocrene Books, c2000.",Northwestern,nort2711,,,,,,,
mdp.39015029579128,1935,"Galletti's Telugu dictionary; a dictionary of current Telugu, by A. Galletti di Cadilhac. Introduction by R. Galletti.",NA,"H. Milford, 1935.",Telugu,telu1262,,,,,,,
uva.x000847215,1981,Gambian Fula-English dictionary (Firdu dialect) / by David P. Gamble & Meri Ouma Baldeh.,NA,"D.P. Gamble, 1981.",Fula,fula1264,,,,,,,
uva.x002532556,1993,Gambian Wolof-English dictionary / by David P. Gamble.,NA,"[D.P. Gamble], 1993.",Gambian Wolof,gamb1252,,,,,,,
uiug.30112097464579,2002,"Gao ji Ying Han ci dian = An advanced English-Chinese dictionary / Yu Shixiong zhu bian.,高级英汉词典 = An advanced English-Chinese dictionary / 余士雄主编.",NA,"Wai yu jiao xue yu jiao yan chu ban she, 2002., 外语敎学与敎硏出版社, 2002.",Gao,gaoo1237,,,,,,,
mdp.39015015203220,1963,"Garzanti comprehensive Italian-English, English-Italian dictionary.",NA,"McGraw-Hill [1963, c1961]",Italian,ital1282,,,,,,,
mdp.39015017304034,1938,Gasc's concise dictionary of the French & English languages.,NA,"G. Bell & sons, ltd., 1938.",French,stan1290,,,,,,,
mdp.39015052759316,2002,Gautam's up-to-date Nepali-English dictionary = Gautamako adyāvadhika Nepālī Aṅgrejī śabdakośa / compiled by Choodamani Gautam.,NA,"Gautam Prakashan, 2058 [2002]",Nepali,nepa1254,,,,,,,
mdp.39015055438587,1998,Ga wiemo̳kulibii ke̳ ame̳shishi = Ga dictionary / A.A. Arries-Tagoe.,NA,"Vayola Co. Ltd., c1998.",NA,NA,,,,,,,
ien.35556023378839,1922,"Gbesela, or, English-Ewe dictionary.",NA,D. Reimer [1922],Gbe,gbee1241,,,,,,,
uc1.b4238022,1922,"Gbesela, or English-Ewe dictionary, by D. Westermann.",NA,D. Reimer [1922],Gbe,gbee1241,,,,,,,
mdp.39015023996856,1952,Gedaged-English dictionary.,NA,"Board of Foreign Missions of the American Lutheran Church, 1952.",Gedaged,geda1237,,,,,,,
hvd.32044004554697,1873,"Geiriadur cenhedlaethol, cymraeg a saesneg = A national dictionary of the Welsh language, with English and Welsh equivalents / by W. Owen Pughe.",v.1   A-D,"T. Gee, 1866-1873.",Welsh,wels1247,,,,,,,
hvd.32044004554705,1873,"Geiriadur cenhedlaethol, cymraeg a saesneg = A national dictionary of the Welsh language, with English and Welsh equivalents / by W. Owen Pughe.",v.2   E-Y,"T. Gee, 1866-1873.",Welsh,wels1247,,,,,,,
uc1.b000540803,1914,Geiriadur cymraeg a saesneg = Spurrell's Welsh-English dictionary / edited by J. Bodvan Anwyl ; with a preface by Sir Edward Anwyl.,NA,"W. Spurrell, 1913 [i.e. 1914].",Welsh,wels1247,,,,,,,
hvd.hwsjgi,1889,"Geiriadur cymraeg a saesneg. Welsh-English dictionary, edited by J. Bodvan Anwyl, with a preface by Sir Edward Anwyl.",NA,"W. Spurrell & son, 1913.",Welsh,wels1247,,,,,,,
iau.31858026237093,1889,Geiriadur Cymraeg Seisoneg: a dictionary of Welsh lanugage with English synonyms and explanations.,NA,"Spurrell, 1889.",Welsh,wels1247,,,,,,,
osu.32435080503238,9999,Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. [edited by R. J. Thomas and others.],v.4,"Gwasg Prifysgol Cymru, 1950-2002.",Welsh,wels1247,,,,,,,
mdp.39015042053069,9999,"Geiriadur Prifysgol Cymru : a dictionary of the Welsh language / golygyddion = editors, Gareth A. Bevan, Patrick J. Donovan.",v.1,"Gwasg Prifysgol Cymru, 2003-",Welsh,wels1247,,,,,,,
mdp.39015059276413,9999,"Geiriadur Prifysgol Cymru : a dictionary of the Welsh language / golygyddion = editors, Gareth A. Bevan, Patrick J. Donovan.",v.4,"Gwasg Prifysgol Cymru, 2003-",Welsh,wels1247,,,,,,,
mdp.39015063092905,9999,"Geiriadur Prifysgol Cymru : a dictionary of the Welsh language / golygyddion = editors, Gareth A. Bevan, Patrick J. Donovan.",v.5,"Gwasg Prifysgol Cymru, 2003-",Welsh,wels1247,,,,,,,
mdp.39015063366986,9999,"Geiriadur Prifysgol Cymru : a dictionary of the Welsh language / golygyddion = editors, Gareth A. Bevan, Patrick J. Donovan.",v.6,"Gwasg Prifysgol Cymru, 2003-",Welsh,wels1247,,,,,,,
mdp.39015066814875,9999,"Geiriadur Prifysgol Cymru : a dictionary of the Welsh language / golygyddion = editors, Gareth A. Bevan, Patrick J. Donovan.",v.7,"Gwasg Prifysgol Cymru, 2003-",Welsh,wels1247,,,,,,,
mdp.39015074293880,9999,"Geiriadur Prifysgol Cymru : a dictionary of the Welsh language / golygyddion = editors, Gareth A. Bevan, Patrick J. Donovan.",v.8,"Gwasg Prifysgol Cymru, 2003-",Welsh,wels1247,,,,,,,
mdp.39015078247569,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.1,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015078247577,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.2,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015078247585,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.3,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015047512366,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.51,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015047592475,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.52,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015048555547,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.53,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015050052904,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.54,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015053180405,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.55,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015051315938,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.56,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015054267953,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.57,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015056498374,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.58,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015055110293,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.59,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015056443347,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.60,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
mdp.39015057016571,9999,"Geiriadur Prifysgol Cymru. A dictionary of the Welsh language. Golygydd: R. J. Thomas. Cyhoeddwyd ar ran Bwrdd Gwybodau Celtaidd, Prifysgol Cymru.",v.61,"Gwasg Prifysgol Cymru, 1967-",Welsh,wels1247,,,,,,,
inu.30000112051275,1798,"Geiriadur saesneg a chymraeg. An English and Welsh dictionary, in which the English words, and sometimes the English idioms and phraseology are accompanied by those which synonomise or correspond with them in the Welsh language.  The whole carefully comp. from the best sources and materials ... By William Richards.",NA,"Printed and sold by J. Daniel; [etc., etc.] 1798.",Welsh,wels1247,,,,,,,
uc1.31822007277676,1922,"Geiriadur saesneg a chymraeg : Spurrell's English-Welsh dictionary / ed. by J. Bodvan Anwyl, aided by the late Sir Edward Anwyl",NA,"W. Spurrell & son, 1922",Welsh,wels1247,,,,,,,
hvd.hwsjhw,1826,Geiriadur Saesonaeg a Chymraeg; an English and Welsh dictionary.,NA,"Thomas Gee, 1826.",Welsh,wels1247,,,,,,,
hvd.hn2cbl,1800,Geiriadur saesoneg a chymraeg. An English and Welsh dictionary; in which the English words with many of the English phrases are explained by those which synonymise or correspond with them in the Welsh language. Comp. from the best sources and materials by Thomas Jones ...,NA,"Printed and Sold by W.C. Jones; [etc., etc.] 1800.",Welsh,wels1247,,,,,,,
nyp.33433081989224,1811,"Geiriadur Saesoneg a Chymraeg. An English and Welsh dictionary; in which the English words, with many of the English phrases, are explained by those which synonymise or correspond with them in the Welsh language. Compiled from the best sources and materials, by Thomas Jones.",NA,"Printed by T. Gee, 1811.",Welsh,wels1247,,,,,,,
hvd.hx5pui,1853,"Geirlyfr saesoneg a chymraeg. An English and Welsh dictionary; also, an analysis of the orthography of the Welsh language. By Thomas Edwards.",NA,"J.M. Jones, 1853.",Welsh,wels1247,,,,,,,
uva.x030033803,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 1,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uva.x030033805,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 3,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uva.x030033806,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 4,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uva.x030033807,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 5,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uva.x030033808,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 6,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uva.x030033809,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 7,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uva.x030033810,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 8,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uva.x030033811,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v. 9,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
mdp.39015022108313,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v.1,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
mdp.39015022800901,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v.2,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
mdp.39015022968419,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v.3,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
mdp.39015025515373,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v.6,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
mdp.39015027374597,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v.7,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
mdp.39015028242934,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v.8,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
mdp.39015031526356,1994,"Gendai Nihongo hōgen daijiten = Dictionary of Japanese dialects / henshū Hirayama Teruo ... [et al.].,現代日本語方言大辞典 = Dictionary of Japanese dialects / 編集平山輝男 ... [et al.].",v.9,"Meiji Shoin, Heisei 4-6 [1992-1994], 明治書院, 平成 4-6 [1992-1994]",Japanese,nucl1643,,,,,,,
uc1.31822018739318,1993,"Gendai yōgo Wa-Ei jiten = The Kenkyusha Japanese-English dictionary of words and phrases in everyday use / Sasai Tsunezō ... [et al.] hen,現代用語和英辞典 = The Kenkyusha Japanese-English dictionary of words and phrases in everyday use / 笹井常三 ... [et al.] 編",NA,"Kenkyusha, 1993, 研究社, 1993",Japanese,nucl1643,,,,,,,
pst.000059700982,1980,General Chinese-English dictionary.,NA,"Chung Hwa Book Co., 1980.",Gen,genn1243,,,,,,,
chi.42307608,1849,General English and French dictionary : newly composed ...,NA,"Whittaker, 1849.",French,stan1290,,,,,,,
uc1.31158001451227,1851,"General English and French dictionary, newly composed from the English dictionaries of Johnson, Webster, Richardson, etc., from the French dictionaries of the French Academy, Laveaux, Boiste, Bescherelle, etc., and the special dictionaries and works of both languages.",NA,"Whittaker, 1851.",French,stan1290,,,,,,,
hvd.hn2zct,1849,"General English and French dictionary : newly composed from the English dictionaries of Johnson, Webster, Richardson, etc. from the French dictionaries of the French Academy, Laveaux, Boiste, Bescherelle, etc. ... / by A. Spiers.",NA,"Baudry's European Library ; C.C. Little and James Brown, 1849.",French,stan1290,,,,,,,
uc1.32106001621538,1950,Georgian-English dictionary.,NA,"Printed for the trustees of the Marjory Wardrop Fund, University of Oxford, 1950.",Georgian,nucl1302,,,,,,,
uva.x002519861,1993,Gerlyver Kernewek kemmyn : an gerlyver meur : Kernewek-Sowsnek = Cornish-English dictionary / Ken George.,NA,"Cornish Language Board, 1993.",Cornish,corn1251,,,,,,,
inu.30000132019690,1954,German-English and English-German dictionary.,NA,"Pitman, 1954.",German,stan1295,,,,,,,
coo.31924000878953,9999,"German-English, English-German dictionary for physicians ...",v.1,"Grune & Stratton, 1952-",German,stan1295,,,,,,,
hvd.hwshal,1884,"German pronouncing dictionary in two parts: German-English, English-German, with an appendix, containing the most important changes introduced into German orthography in the year 1880 by the Prussian minister of education.",NA,"Cassell, 1884.",German,stan1295,,,,,,,
pst.000024881999,1971,Gidabal grammar and dictionary / [by] Brian & Helen Geytenbeek.,no.17,"Australian Institute of Aboriginal Studies, 1971.",Gidabal,gida1240,,,,,,,
uc1.c058004714,1902,"Gill's Dictionary of the Chinook jargon, with examples of use in conversation.",NA,"The J.K. Gill co., 1902.",Chi,chii1238,,,,,,,
wau.39352074350844,1909,Gill's dictionary of the Chinook jargon : with examples of use in conversation and notes upon tribes and tongues.,NA,"J.K. Gill Company, 1933.",Chi,chii1238,,,,,,,
mdp.39015025866321,1964,Giryama-English dictionary.,NA,"East African Literature Bureau, 1964.",Giryama,giry1241,,,,,,,
mdp.39015013964930,1972,"Gortsnakan baṛaran ch'ap'ahasnerow : hayerēn--anglierēn / ashkhatasiretsʻ M.K. Guyumchean = A practical dictionary for adults : Armenian--English / by M.G. Kouyoumdjian.,Գործնական բառարան չափահասներու : հայերէն--անգլիերէն / աշխատասիրեց Մ.Կ. Գույումճեան = A practical dictionary for adults : Armenian--English / by M.G. Kouyoumdjian.",NA,"Hratarakutʻiwn Hay Azgayin Himnadrami, 1972., Հրատարակութիւն Հայ Ազգային Հիմնադրամի, 1972.",Gor,gorr1238,,,,,,,
mdp.39015010410762,1957,Grammar and dictionary of Neo-Melanesian.,NA,"Mission Press, S.V.D. [1957]",Neo (Artificial Language):Neo,neoa1234:neoo1234,,,,,,,
hvd.32044017967506,1889,"Grammar and dictionary of the Blackfoot language in the Dominion of Canada. For the use of missionaries, school teachers and others. Comp. by the Rev. J. W. Tims.",NA,Society for promoting Christian knowledge [1889?],Dom,domm1246,,,,,,,
aeu.ark:/13960/t6d22mr0x,1889,"Grammar and dictionary of the Blackfoot language in the Dominion of Canada for the use of missionaries, school-teachers, and others /  compiled by J.W. Tims.",NA,"Society for Promoting Christian Knowledge, [1889?]",Dom,domm1246,,,,,,,
mdp.39015008731682,1964,"Grammar and dictionary of the Bobangi language as spoken over a part of the Upper Congo, West Central Africa; comp. and prepared for the Baptist missionary society's mission in the Congo independent state by John Whitehead ...",NA,"Baptist missionary-society-[etc.] 1899; Gregg Press, 1964.",Bobangi,bang1354,,,,,,,
msu.31293029442484,1964,"Grammar and dictionary of the Bobangi language as spoken over a part of the Upper Congo, West Central Africa : compiled and prepared for the Baptist Missionary Society's mission in the Congo Independent State / by John Whitehead.",NA,"Gregg Press, 1964.",Bobangi,bang1354,,,,,,,
wu.89071079123,1906,Grammar and dictionary of the Buluba-Lulua language as spoken in the upper Kasai and Congo basin / prepared for the American Presbyterian Congo Mission.,NA,"American Tract Society, [1906]",Bulu:Bulu (Papua New Guinea):Bulu (Cameroon),bulu1255:bulu1253:bulu1251,,,,,,,
hvd.32044086555018,1906,Grammar and dictionary of the Buluba-Lulua language as spoken in the upper Kasai and Congo basin; prepared for the American Presbyterian Congo mission by W. M. Morrison.,NA,American Tract Society [c1906],Bulu:Bulu (Papua New Guinea):Bulu (Cameroon),bulu1255:bulu1253:bulu1251,,,,,,,
umn.31951002312499z,1852,Grammar and dictionary of the Dakota language : collected by the members of the Dakota mission / edited by Rev. S.R. Riggs ; under the patronage of the Historical society of Minnesota.,NA,"Smithsonian institution ; G.P. Putnam, 1852.",Dakota,dako1258,,,,,,,
mdp.39015023969366,1951,Grammar and dictionary of the Lakher or Mara language.,NA,"Dept. of Historical and Antiquarian Studies, Govt. of Assam, 1951.",Mara (Malgbe):Mara (Central Sudanic),mara1413:mara1395,,,,,,,
mdp.39015037028571,1983,Grammar and dictionary of the language of the Hidatsa.,NA,"AMS Press, 1983.",Hidatsa,hida1246,,,,,,,
miua.3028536.0001.001,1923,Grammar and dictionary of the Pangasinan language by Ernest A. Rayner = Gramatica tan diccionario na salitay Pangasinan / nisulat nen Ernest A. Rayner.,NA,"Methodist Pub. House, 1923.",Pangasinan,pang1290,,,,,,,
