glottocode,longitude,latitude,avgmonth_tmp,minmonth_tmp,maxmonth_tmp,avgmonth_pre,minmonth_pre,maxmonth_pre
sout2807,27.89,-28.78,15.096111418141259,7.906666851043701,21.09000040690104,57.18388977383988,9.876666810611884,109.82333590189616
sout2832,28.0613,8.81115,28.237222560246785,26.400000190734865,31.456667200724283,73.54111255399056,0,199.8800038655599
stan1288,-1.11788,40.4414,10.201944599383408,2.493333379427592,20.023333485921224,49.414167451899914,34.656667256355284,65.31333430608115
squa1248,236.986,49.3231,8.582222385456165,1.5866667032241821,16.31666701634725,159.38389162938628,64.72000164985657,280.703337987264
stan1318,43.8525,27.9625,23.436667068799338,11.283333524068196,33.496667098999026,14.897500001183815,0,37.81666628519694
indo1316,109.716,-7.33458,24.25611146291097,23.266667048136394,24.913333638509116,334.16694943509583,91.6600020100673,624.6200093587239
stan1306,101.699,3.08896,26.140555959277684,25.59666716257731,26.79333362579346,197.08722609413994,130.13666839599608,290.3366719563802
suau1242,150.21,-10.6606,25.747778134875826,24.480000559488932,26.60000031789144,184.69028066264258,121.06666825612386,240.05333658854167
suda1236,33.3179,17.8021,28.74583386845059,20.5733336130778,34.400000762939456,4.816111171307663,0.006666666766007739,27.083333541701236
sume1241,45.6667,31.3,24.552222689655093,11.286666878064473,35.90333391825358,9.150000183263586,0,21.62666721343994
sund1252,107.106,-6.89708,25.12916703224182,24.616667048136392,25.5133337020874,211.415003251036,87.99333478609722,317.6100031534831
surs1246,152.768,-3.99078,25.27055591477288,24.97333354949951,25.58000030517578,243.4738923019833,194.06666870117186,317.1233373006185
