id,year,title,imprint,author,langname,glottolog_langname,subclass,glottocode,area,langfamily,affiliation,longitude,latitude,population,subsistence,doreco,oclc,lcc,access,url,rights,copyright
webonary.collo_ayoker_shil1265,2016,Cøllø – English Dictionary,SIL International,"Otto Gwado Ayoker, Twong Yolong Kur",Cøllø,Shilluk,x-english,shil1265,Africa,Nilotic,"Nilotic, Western Nilotic, Lwoo, Northern Lwoo",31.7926,9.85472,175000,other,NA,NA,NA,pdf,https://www.webonary.org/shilluk/download/,NA,NA
inu.30000118377732,1937,English-Shilluk dictionary / compiled by J. A. Heasty.,"The American Mission, 1937.",NA,Shilluk,Shilluk,english-x,shil1265,Africa,Nilotic,"Nilotic, Western Nilotic, Lwoo, Northern Lwoo",31.7926,9.85472,175000,other,NA,17196685,NA,deny,NA,ic,NA
mdp.39015020745140,1975,A basic English-Shona dictionary / Desmond Dale.,"Mambo Press, 1975",NA,Shona,Shona,english-x,shon1251,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Shona (S.10), Core Shona, Plateau Shona, Central Shona",29.75725,-17.20849,10741200,other,NA,2713057,78309698,deny,NA,ic,NA
uva.x000530740,1981,Duramazwi : a basic Shona-English dictionary / D. Dale.,"Mambo Press in association with the Literature Bureau, 1981.",NA,Shona,Shona,x-english (and english-x),shon1251,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Shona (S.10), Core Shona, Plateau Shona, Central Shona",29.75725,-17.20849,10741200,other,NA,8591285,82137314,deny,NA,ic,NA
uva.x000061825,1974,Standard Shona dictionary / compiled for the Rhodesia Literature Bureau by M. Hannan.,"The Bureau, [1974]",NA,Shona,Shona,x-english (and english-x),shon1251,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Shona (S.10), Core Shona, Plateau Shona, Central Shona",29.75725,-17.20849,10741200,other,NA,2913815,76375080,deny,NA,ic,NA
other.easternshoshone_shaul_shos1248,2013,Eastern Shoshone Working Dictionary,David Leedom Shaul,David Leedom Shaul,Eastern Shoshone,Shoshoni,x-english,shos1248,North America,Uto-Aztecan,"Uto-Aztecan, Northern Uto-Aztecan, Numic, Central Numic",244,41,2910,hunter-gatherer,NA,NA,NA,pdf,https://easternshoshone.org/wp-content/uploads/2021/01/eastern-shoshone-working-dictionary2.pdf,NA,NA
mdp.39015013410397,1985,Basic Sicilian-English dictionary / Joseph Bellestri.,"J. Bellestri, ©1985.",NA,Sicilian,Sicilian,x-english (and english-x),sici1248,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Italo-Dalmatian, Italian Romance",14.0414,37.5735,4830000,other,NA,13351891,85073172,deny,NA,ic,NA
uva.x001783690,1989,Highland East Cushitic dictionary / Grover Hudson.,"H. Buske, c1989.",NA,Sidamo,Sidamo,x-english (and english-x),sida1246,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Highland East Cushitic, Sidaama-Hadiyya-Kambaata, Sidaama-Gedeo",38.3729,6.74176,2900000,other,NA,22359617,90178029,deny,NA,ic,NA
dictionaria.sidaama_yri_sida1246,2019,Sidaama dictionary,Dictionaria,"Kjell Magne Yri, Steve Pepper",Sidaama,Sidamo,x-english,sida1246,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Highland East Cushitic, Sidaama-Hadiyya-Kambaata, Sidaama-Gedeo",38.3729,6.74176,2900000,other,NA,NA,NA,clld,https://zenodo.org/records/5526518,NA,CC BY 4.0
uva.x000821752,1983,Sidamo-English dictionary / Armido Gasparini.,"E.M.I., 1983.",NA,Sidamo,Sidamo,x-english (and english-x),sida1246,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Highland East Cushitic, Sidaama-Hadiyya-Kambaata, Sidaama-Gedeo",38.3729,6.74176,2900000,other,NA,12560295,NA,deny,NA,ic,NA
pacific.sye_crowley_siee1239,2000,An Erromangan (Sye) dictionary,"Pacific Linguistics, The Australian National University",Terry Crowley,Sye,Sie,x-english,siee1239,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, Southern Vanuatu, Erromanga",169.166,-18.8181,1900,other,NA,NA,NA,pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/146682/1/PL-508.pdf,NA,Copyright © author/authors
mdp.39015037650523,1995,Sinauḡoro dictionary / compiled by Gerhard Tauberschmidt ; edited by David Michel Snyder.,"Summer Institute of Linguistics, 1995.",NA,Sinaugoro,Sinaugoro,x-english (and english-x),sina1266,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Peripheral Papuan Tip linkage, Central Papuan Oceanic, Sinagoro-Keapara",147.861,-9.79791,18000,other,NA,35816645,NA,deny,NA,ic,NA
uc1.31175005444776,1910,A Sindhi-English dictionary / compiled by Dulamal Bulchand.,"s.n.], 1910",NA,Sindhi,Sindhi,x-english (and english-x),sind1272,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Sindhic, Sindhi-Kachchi",69,26,21315000,other,NA,382797321,NA,allow,NA,pdus,NA
mdp.39015024370275,1978,New Sindhi to Sindhi and English dictionary = Sindhī tu Sindhī aind Inglish dikshnarī / by Ammanullah M. Abbasi and Muhammad Farid Abbasi ; edited by Shamsuddin Abbasi and Abdul Hameed Umer Memon.,"Memon Book Store ; stockist, Muslim Book Depot, 1978.",NA,Sindhi,Sindhi,x-english (and english-x),sind1272,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Sindhic, Sindhi-Kachchi",69,26,21315000,other,NA,107787e11,79930086,deny,NA,ic,NA
uc1.b3305282,1969,"The Sindhi-English dictionary, by Anandram T. Shahaney.",School & College Bookstall [196?],NA,Sindhi,Sindhi,x-english (and english-x),sind1272,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Sindhic, Sindhi-Kachchi",69,26,21315000,other,NA,17407648,sa 64006716,deny,NA,ic,NA
mdp.39015054448108,2002,The Coxford Singlish dictionary.,"Angsana Books, 2002.",NA,Singlish,Singlish,dialect of English,sing1272,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglic, Later Anglic, Middle-Modern English, Macro-English, English",-1,53,5917600,other,NA,49868483,NA,deny,NA,ic,NA
uc1.$b640202,1821,"A dictionary of the English and Singhalese, and Singhalese and English languages. Under the patronage of the Government of Ceylon. By the Rev. B. Clough, ...","printed for the Mission, at the Wesleyan Mission Press, 1821.",NA,Sinhala,Sinhala,x-english (and english-x),sinh1246,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Dhivehi-Sinhala, Sinhalaic",81,8,15500000,other,NA,29639469,NA,allow,NA,pd,NA
mdp.39015066311393,-9999,"A dictionary of the Sinhalese language, compiled under the direction of Wilhelm Geiger ... by Sir D.B. Jayatilaka [and others].","The Royal Asiatic Society, Ceylon branch, 1935-<1996>",NA,Sinhala,Sinhala,x-english (and english-x),sinh1246,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Dhivehi-Sinhala, Sinhalaic",81,8,15500000,other,NA,7921511,45040161,deny,NA,ic,NA
iau.31858055670883,1997,Clough's Sinhala English dictionary / B. Clough.,"Asian Educational Services, 1997, c1892..",NA,Sinhala,Sinhala,x-english (and english-x),sinh1246,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Dhivehi-Sinhala, Sinhalaic",81,8,15500000,other,NA,262691092,NA,deny,NA,ic,NA
uc1.b5075451,1949,The shorter Sinhalese-English dictionary / edited by M.D. Ratnasuriya and P.B.F. Wijeratne.,"University of Ceylon Press, 1949-",NA,Sinhala,Sinhala,x-english (and english-x),sinh1246,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Dhivehi-Sinhala, Sinhalaic",81,8,15500000,other,NA,13737498,NA,deny,NA,ic,NA
loc.ark:/13960/t21c36299,1905,"Prakticný anglicko slovenský slovník; sostavil P. K. Kadak, The practical English slovak dictionary,",c1905],NA,Slovak,Slovak,english-x,slov1269,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, West Slavic, Czech-Slovak",18.78479,48.545705,4701800,other,NA,NA,43022402,allow,NA,pd,NA
pst.000022771094,1930,"Slovensko-anglický slovník : Slovak-English dictionary, sostavil J. J. Konuš.","Nákladom Sdruženia slovenských katolíkov v Amerike, 1930.",NA,Slovak,Slovak,x-english (and english-x),slov1269,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, West Slavic, Czech-Slovak",18.78479,48.545705,4701800,other,NA,1700172,30032164,deny,NA,ic,NA
inu.30000083684336,2002,Slovensko-anglický slovník = Slovak-English dictionary / Tatiana Langová.,"Ikar, 2002.",NA,Slovak,Slovak,x-english (and english-x),slov1269,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, West Slavic, Czech-Slovak",18.78479,48.545705,4701800,other,NA,NA,NA,deny,NA,ic,NA
inu.30000042071369,1994,"Angleško-slovenski, slovensko-angleški slovar = English-Slovene, Slovene-English dictionary / Daša Komac.","Cankarjeva zal., 1994.",NA,Slovenian,Slovenian,x-english (and english-x),slov1268,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, South Slavic, Western South Slavic",14.7766,46.2543,1851190,other,NA,35833442,NA,deny,NA,ic,NA
uva.x001667012,1989,Slovene-English dictionary = Slovensko-angleški slovar / Marija Javoršek.,"Zal. Drava, 1989.",NA,Slovenian,Slovenian,x-english (and english-x),slov1268,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, South Slavic, Western South Slavic",14.7766,46.2543,1851190,other,NA,703851793,NA,deny,NA,ic,NA
njp.32101047254055,1904,Slovenian-English pocket dictionary to facilitate the study of both languages. By Victor J. Kubelka ...,1904,NA,Slovenian,Slovenian,x-english (and english-x),slov1268,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Balto-Slavic, Slavic, South Slavic, Western South Slavic",14.7766,46.2543,1851190,other,NA,43144959,10030824,allow,NA,pd,NA
inu.30000054513407,1995,"Abwaan Cusub oo Af-Soomaali iyo Af-Ingiriisiya = A modern Somali-English dictionary / Abdirahman A. Farah ""Barwaaqo.""","A.A. Farah, c1995.",NA,Somali,Somali,x-english (and english-x),soma1255,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana",45.152856,4.778704,13742400,other,NA,31778086,95232968,deny,NA,ic,NA
mdp.39015082655435,2007,"English-Somali, Somali-English dictionary = Ingirisi Soomaali, Soomaali Ingirisi qaamuus / Maxamud Jaamac Qoorsheel.","Simon Wallenberg Press, c2007.",NA,Somali,Somali,x-english (and english-x),soma1255,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana",45.152856,4.778704,13742400,other,NA,133467218,NA,deny,NA,ic,NA
inu.30000079248948,1998,Fiqi's Somali English dictionary / Abdirahman A. Hashi.,"Fiqi Educational Materials, c1998.",NA,Somali,Somali,x-english (and english-x),soma1255,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana",45.152856,4.778704,13742400,other,NA,44749914,NA,deny,NA,ic,NA
hvd.32044086560505,1897,Somali-English and English-Somali dictionary.,"K. Paul, Trench, Trübner & co., 1897.",NA,Somali,Somali,x-english (and english-x),soma1255,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana",45.152856,4.778704,13742400,other,NA,4853101,NA,allow,NA,pd,NA
uva.x001785696,1987,Somali-English dictionary / Virginia Luling.,"Dunwoody Press, 1987.",NA,Somali,Somali,x-english (and english-x),soma1255,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana",45.152856,4.778704,13742400,other,NA,18292955,87073473,deny,NA,ic,NA
uva.x000014908,1968,"Somali-English dictionary, by R. C. Abraham.","University of London Press [1968, c1962]",NA,Somali,Somali,x-english (and english-x),soma1255,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana",45.152856,4.778704,13742400,other,NA,704022202,66006402,deny,NA,ic,NA
mdp.39015048546033,1999,"Somali-English, English-Somali dictionary and phrasebook/ Nicholas Awde; Cabdulqaadir Xaaji Cali Xaaji Axmed; Martin Orwin.","Hippocrene Books, c1999.",NA,Somali,Somali,x-english (and english-x),soma1255,Africa,Afro-Asiatic,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Eastern Omo-Tana",45.152856,4.778704,13742400,other,NA,41391776,NA,deny,NA,ic,NA
uva.x002180990,1986,Sora-English dictionary / compiled by G.V. Ramamurti.,"Mittal Publication : Distributed by Mittal Publishers' Distributors, 1986.",NA,Sora,Sora,x-english (and english-x),sora1254,Eurasia,Austroasiatic,"Austroasiatic, Mundaic, Sora-Juray-Gorum, Sora-Juray",84.19,19.1213,310000,other,NA,20530147,85904947,deny,NA,ic,NA
uc1.$b624173,1928,"A dictionary of the dialect of the North Riding of Yorkshire, by Sir Alfred Pease, bt., M.A., with notes and comments by Major John Fairfax-Blakeborough ...","Horne & Son, Limited, 1928.",NA,South Yorkshire English,South Yorkshire English,dialect of English,sout3283,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglic, Later Anglic, Middle-Modern English, Macro-English, English, South-Central English, Central English, Eastern Central English",-1,53,1402918,other,NA,14956330,31024174,deny,NA,und,NA
msu.31293028986978,1967,"Dictionary and grammar of the Kongo language as spoken at San Salvador, the ancient capital of the old Kongo Empire, West Africa. Appendix. Compiled and prepared for the Baptist Mission on the Kongo River, West Africa, by the Rev. W. Holman Bentley. London, Baptist Missionary Society [etc.] 1895.","Gregg, 1967]",NA,South-Central Koongo,South-Central Koongo,x-english (and english-x),koon1244,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, West-Coastal Bantu, Nzadic, Lweric, Dingic, Loange-Atlantic, KLC Extended, Kikongo Language Cluster, Nuclear KLC, Kikongoic, Kambakunyic Kikongo, Kilaadic Kikongo, Central-Southern Kikongo, Southeastern Kikongo, Southern Kikongo, Koongo-Kituba",14.4771,-5.57722,5000000,other,NA,854013,NA,deny,NA,ic,NA
mdp.39015025866537,1971,"English-Congo and Congo-English dictionary, by Henry Craven and John Barfield.","Books for Libraries Press, 1971.",NA,South-Central Koongo,South-Central Koongo,x-english (and english-x),koon1244,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, West-Coastal Bantu, Nzadic, Lweric, Dingic, Loange-Atlantic, KLC Extended, Kikongo Language Cluster, Nuclear KLC, Kikongoic, Kambakunyic Kikongo, Kilaadic Kikongo, Central-Southern Kikongo, Southeastern Kikongo, Southern Kikongo, Koongo-Kituba",14.4771,-5.57722,5000000,other,NA,150364,75157365,deny,NA,ic,NA
pacific.southeastambrym_parker_sout2859,1970,Southeast Ambrym Dictionary,"Pacific Linguistics, The Australian National University",G.J. Parker,Southeast Ambrym,Southeast Ambrym,x-english,sout2859,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Ambrym",168.211,-16.2975,3700,other,NA,NA,NA,pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/146578/1/PL-C17.pdf,NA,Copyright © author/authors
pacific.cookislandsmaori_buse_raro1241,1996,Cook Islands Maori Dictionary With English-Cook Islands Maori Finderlist,"Pacific Linguistics, The Australian National University","Jasper Buse, Raututi Taringa",Cook Islands Maori,Southern Cook Island Maori,x-english,raro1241,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokalau Fijian, Polynesian, Nuclear Polynesian, Northern Outlier Polynesian-East Polynesian, Solomons Northern Outlier Polynesian-East Polynesian, Central Northern Outlier Polynesian-East Polynesian, East Polynesian, East Polynesian Proximal, Southern East Polynesian Proximal",200.22,-21.23,32300,other,NA,NA,NA,pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/145947/1/PL-C123.pdf,NA,"Copyright © Ministry of Education, Government of the Cook Islands"
webonary.gojri_awan_sout2668,2021,Gojri-English dictionary,JK Anjuman Taraqi Gojri Adab,Rafique Anjum Awan,Gojri,Southern Hindko,x-english,sout2668,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Hindko-Siraiki, Hindko",72.1702,33.2122,625000,other,NA,NA,NA,pdf,https://www.webonary.org/gojri/en/download/,NA,NA
mdp.39015028882002,1991,A Kachin pocket dictionary / by Sara Manam Hpang.,"U Manam Hpang, 1991.",NA,Southern Jinghpaw,Southern Jinghpaw,x-english (and english-x),kach1280,Eurasia,Sino-Tibetan,"Sino-Tibetan, Brahmaputran, Jingpho-Luish, Jingpho",97.3278,25.4634,940000,other,NA,27016374,NA,deny,NA,ic,NA
mdp.39015019137069,1954,A dictionary of the Kachin language.,"Baptist Board of Publications, 1954.",NA,Southern Jinghpaw,Southern Jinghpaw,x-english (and english-x),kach1280,Eurasia,Sino-Tibetan,"Sino-Tibetan, Brahmaputran, Jingpho-Luish, Jingpho",97.3278,25.4634,940000,other,NA,217528000000000,55030871,deny,NA,ic,NA
uc1.$b662065,1960,"English-Sotho, Sotho-English pocket dictionary.","Basutoland, Morija Sesuto Book Depot, 1960.",NA,Southern Sotho,Southern Sotho,x-english (and english-x),sout2807,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Nuclear Southern Bantu, Dimsuffix Southern Bantu, Sotho-Tswana (S.30), Western Sotho-Tswana, Central Sotho-Tswana, Sesotho-Lozi",27.89,-28.78,6010000,other,NA,37855514,63028889,deny,NA,ic,NA
uva.x001878928,1985,Learner's English-S/Sotho dictionary : illustrated in colour.,"Librarius, c1985.",NA,Southern Sotho,Southern Sotho,english-x,sout2807,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Nuclear Southern Bantu, Dimsuffix Southern Bantu, Sotho-Tswana (S.30), Western Sotho-Tswana, Central Sotho-Tswana, Sesotho-Lozi",27.89,-28.78,6010000,other,NA,18020209,86187440,deny,NA,ic,NA
uva.x000492678,1981,S Sotho woordeboek = S Sotho dictionary / [opgestel deur P-D. Beuchat en D.F. Gowlett].,"Oudiovista-Produksies : Verspreiding, Nasboek, [1981?]",NA,Southern Sotho,Southern Sotho,x-english (and english-x),sout2807,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Nuclear Southern Bantu, Dimsuffix Southern Bantu, Sotho-Tswana (S.30), Western Sotho-Tswana, Central Sotho-Tswana, Sesotho-Lozi",27.89,-28.78,6010000,other,NA,8493212,81191566,deny,NA,ic,NA
inu.39000002897424,1976,Sesuto-English dictionary / A. Mabille ; rev. and enl. by H. Dieterlen.,"Morija Sesuto Book Depot, 1976.",NA,Southern Sotho,Southern Sotho,x-english (and english-x),sout2807,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Nuclear Southern Bantu, Dimsuffix Southern Bantu, Sotho-Tswana (S.30), Western Sotho-Tswana, Central Sotho-Tswana, Sesotho-Lozi",27.89,-28.78,6010000,other,NA,3317517,NA,deny,NA,ic,NA
inu.30000007110764,1950,"Southern Sotho-English dictionary / [by] A. Mabille [and] H. Dieterlen ; reclassified, rev. and enl. by R. A. Paroz.","Morija Sesuto Book Depot, 1950, 1974 printing.",NA,Southern Sotho,Southern Sotho,x-english (and english-x),sout2807,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Nuclear Southern Bantu, Dimsuffix Southern Bantu, Sotho-Tswana (S.30), Western Sotho-Tswana, Central Sotho-Tswana, Sesotho-Lozi",27.89,-28.78,6010000,other,NA,3318457,62046449,deny,NA,ic,NA
uva.x000175459,1979,"Dinka-English, English-Dinka dictionary : thong muonyjang jam jang kek jieng : Dinka language Jang and Jieng dialects / Arthur Nebel.","E.M.I., 1979.",NA,Southwestern Dinka,Southwestern Dinka,x-english (and english-x),sout2832,Africa,Nilotic,"Nilotic, Western Nilotic, Dinka-Nuer, Dinka",28.0613,8.81115,450000,other,NA,10164373,NA,deny,NA,ic,NA
txu.059173025326910,1942,"A Spanish-English, English-Spanish dictionary for Pan-Americans, compiled by Dn. J. Gomez, PH. D.  Diccionario espanol-ingles e ingles-espanol para los panamericanos, compilado por dn. J. Gomez, PH. D.",Grosset & Dunlap [c1942],NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,1673700,46032398,allow,NA,pdus,NA
ucm.5322006174,1800,"A dictionary Spanish and English, and English and Spanish : containing the signification of words, and their different uses, together with the terms of arts, sciencies, trades, and the spanish words accented and spelled according to the regulation of the Royal Spanish Academy of Madrid / by Joseph Baretti secretary for foreing correspondence to the Royal Academy of Painting, Sculpture, and Architecture.","Printed by Luke Hansard, Great Turnstile, Lincoln'-Inn Field, 1800.",NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,NA,NA,allow,NA,pd,NA
txu.059173013770173,1983,A dictionary of New Mexico and southern Colorado Spanish / Rubén Cobos.,"Museum of New Mexico Press, c1983.",NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,9082915,82022528,deny,NA,ic,NA
txu.059173018642294,1973,"A dictionary of Spanish terms in English, with special reference to the American Southwest, by Harold W. Bentley.","Octagon Books, 1973 [c1932]",NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,579650,73001936 //r913,deny,NA,ic,NA
ucm.5326755163,1726,"A new dictionary Spanish and english and english and Spanish / by Captain John Stevens = Diccionario nuevo español y ingles, y ingles y español ... / por el capitan Don Juan Stevens","printed for J Darby ... [and 8 other], 1726",NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,NA,NA,allow,NA,pd,NA
mdp.39015010542796,1967,"Beyond the dictionary in Spanish: a handbook of colloguial usage, by A. Bryson Gerrard and José de Heras Heras.","Cassell, 1967.",NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,458814,68083829 //r852,deny,NA,ic,NA
mdp.49015002909712,1977,"Beyond the dictionary in Spanish: a handbook of everyday usage, by A. Bryson Gerrard.","Cassell, [1977, c1972].",NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,500303417,72193050 //r842,deny,NA,ic,NA
txu.059173007523872,1978,"Cassell's Spanish-English, English-Spanish dictionary = Diccionario español-inglés, inglés-español.","Cassell ; Macmillan, 1978.",NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,3912764,78009635,deny,NA,ic,NA
mdp.39076006801349,1969,"Cassell's new compact Spanish-English, English-Spanish dictionary. Compiled by Brian Dutton, L. P. Harvey [and] Roger M. Walker.",Funk & Wagnalls [1969],NA,Spanish,Spanish,x-english (and english-x),stan1288,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Castilic",-1.11788,40.4414,327355040,other,NA,55849,78090380,deny,NA,ic,NA
