glottocode,language,iso,population,year,source,reference,comment
gela1263,Gela,nlg,11900,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
nucl1302,Georgian,kat,4016300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
stan1295,German,deu,83520790,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
giky1238,Gikyode,acd,10400,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
gilb1244,Gilbertese,gil,66110,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
meso1252,Gilit Mesopotamian Arabic,acm,14600000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
giry1241,Giryama,nyf,623000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
glav1244,Glavda,glw,31300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
goan1235,Goan Konkani,gom,3630000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
goem1240,Goemai,ank,200000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
gras1249,Grass Koiari,kbk,1700,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
guar1292,Guarayu,gyr,5930,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
guja1252,Gujarati,guj,45544800,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
gulf1241,Gulf Arabic,afb,2339000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
gung1250,Gungu,rub,49000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
gwer1238,Gwere,gwr,409000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
haaa1252,Ha,haq,990000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hais1244,Haisla,has,25,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hait1244,Haitian,hat,7489840,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hakk1236,Hakka Chinese,hak,28070000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
halh1238,Halh Mongolian,khk,2332660,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
haus1257,Hausa,hau,24060500,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hava1248,Havasupai-Walapai-Yavapai,yuf,2690,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hawa1245,Hawaiian,haw,1000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hdii1240,Hdi,xed,29000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
heil1246,Heiltsuk-Oowekyala,hei,300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
here1253,Herero,her,237000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hida1246,Hidatsa,hid,100,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hili1240,Hiligaynon,hil,5770000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hind1269,Hindi,hin,180122200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hmon1333,Hmong Daw,mww,435400,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hmon1264,Hmong Njua,hnj,210000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hooo1248,Ho,hoc,1500000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hoch1243,Ho-Chunk,win,11,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
hung1274,Hungarian,hun,12173900,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
iban1264,Iban,iba,694400,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
icel1247,Icelandic,isl,230000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
nucl1417,Igbo,ibo,18000000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
ilok1237,Iloko,ilo,6920000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
iqui1243,Iquito,iqu,35,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
iraq1241,Iraqw,irk,462000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
iris1253,Irish,gle,260000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
isth1244,Isthmus Zapotec,zai,85000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
ital1282,Italian,ita,57191010,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
ixil1251,Ixil,ixl,16000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
iyoj1235,Iyojwa'ja Chorote,crt,800,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
izon1238,Izon,ijc,1000000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
nucl1643,Japanese,jpn,121563000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
java1254,Javanese,jav,84300000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
jeha1242,Jehai,jhi,1000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
jica1244,Jicarilla Apache,apj,680,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
djin1251,Jingulu,jig,10,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kich1262,K'iche',quc,1900000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
cent2100,Kadazan Dusun,dtp,141000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kala1397,Kalam,kmh,15000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kara1499,Kalamang,kgv,240,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kali1308,Kalispel-Pend d'Oreille,fla,64,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kamb1297,Kamba (Kenya),kam,3960000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
nucl1305,Kannada,kan,35300000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kapi1249,Kapingamarangi,kpg,3000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kara1483,Karamojong,kdj,260000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kash1277,Kashmiri,kas,5525000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
newa1246,Kathmandu Valley Newari,new,839000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kati1270,Katë,bsh,19400,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kaza1248,Kazakh,kaz,7621000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
khas1269,Khasi,kha,865000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
khmu1256,Khmu,kjg,479500,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kili1268,Kiliwa,klb,28,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kiny1244,Kinyarwanda,kin,7504000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kips1239,Kipsigis,sgc,471000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kirg1245,Kirghiz,kir,2674750,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
klam1254,Klamath-Modoc,kla,1,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
miju1243,Kman,mxj,18200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
koas1236,Koasati,cku,200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kokb1239,Kok Borok,trp,696000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kore1280,Korean,kor,65236300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kosa1249,Kosarek Yale,kkl,2300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kosr1238,Kosraean,kos,8000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kuan1247,Kuanyama,kua,668000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kudm1238,Kudmali,kyw,37000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kuku1273,Kuku-Yalanji,gvn,240,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kumb1268,Kumbainggar,kgs,10,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kuru1301,Kurukh,kru,2090000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kwai1243,Kwaio,kwd,13200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
kwak1269,Kwak'wala,kwk,190,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
